Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp
tub surrounds that look like tile,6,6,320,76.53,0.93,https://bestbath.com/products/tub-surrounds/,16,0.07,14,1,3680000,"[100,54,29,36,67,44,29,19,44,54,36,36]",1561013969
walk in shower and tub combo,11,11,320,77.17,5.48,https://bestbath.com/products/tubs/shower-tub-combos/,15,0.07,82,1,21046,"[67,36,67,82,82,67,67,82,82,82,82,100]",1561012308
tub shower unit,7,7,390,75.39,1.12,https://bestbath.com/products/tubs/shower-tub-combos/,15,0.07,17,1,61400000,"[81,67,81,81,81,67,67,100,67,100,100,67]",1561002370
universal design bathroom,3,3,170,79.92,2.03,http://bestbath.com/wp-content/uploads/2017/11/BB_UD-eBook_Top10.pdf,15,0.07,31,0.68,77100000,"[100,81,42,54,54,54,81,54,42,81,81,65]",1561067637
30 shower,3,3,170,80.46,0.76,https://bestbath.com/product/multi-piece-curbed-30x30-shower-curbed-threshold-6-curb-height/,15,0.07,11,1,1370000000,"[81,67,67,81,81,67,81,67,67,81,100,100]",1561070765
custom fiberglass shower pan,11,11,320,56.09,1.22,https://bestbath.com/products/showers/pans/,15,0.07,18,1,1690000,"[100,82,82,82,82,100,100,67,82,82,67,67]",1561014904
handicap shower inserts,3,3,170,70.21,2.43,https://bestbath.com/,15,0.07,37,1,902000,"[54,54,35,81,65,81,42,81,65,100,65,42]",1561067231
1 piece shower tub combo,3,3,170,77.86,0.82,https://bestbath.com/product/single-piece-tub-shower-32x60x72-showertub-combo-2/,15,0.07,12,1,19900000,"[52,66,66,66,100,44,66,44,44,52,52,44]",1561071165
48 inch shower base,11,11,320,83.4,0.66,https://bestbath.com/products/showers/pans/,15,0.07,9,1,23500000,"[54,54,44,54,54,67,67,54,54,81,81,100]",1561015755
best bathtub shower combo,3,3,170,87.01,0.88,https://bestbath.com/products/tubs/shower-tub-combos/,15,0.07,13,1,96,"[54,54,54,42,42,42,54,65,65,100,81,100]",1561070778
shower base pan,7,7,390,81.51,1.1,https://bestbath.com/products/showers/pans/,15,0.07,17,1,53800000,"[67,81,67,67,81,81,81,81,81,100,100,100]",1561003527
30x30 shower kit,2,2,110,79.91,0.63,https://bestbath.com/product/multi-piece-curbed-30x30-shower-curbed-threshold-6-curb-height/,14,0.06,9,1,93,"[52,43,43,52,67,52,100,67,52,52,43,43]",1561125437
48 x 48 corner shower,1,1,30,80.18,0.43,https://bestbath.com/product/barrier-free-48-x-48-shower-pan-traditional-threshold-1-curb-height-pc4848b1t-v2/,14,0.06,6,1,53900000,"[57,14,71,14,14,43,14,14,14,100,14,71]",1561594133
universal design bathroom plan,1,1,30,74.73,0,http://bestbath.com/wp-content/uploads/2017/11/BB_UD-eBook_Top10.pdf,14,0.06,0,0.14,19000000,"[50,50,100,50,50,0,50,50,0,0,50,100]",1561741341
bestbath caldwell,2,2,110,82.14,5,https://bestbath.com/,14,0.06,71,0.3,22400,"[12,18,52,100,100,65,65,29,41,82,82,82]",1561116865
36 x 42 shower base,10,10,480,79.99,0.95,https://bestbath.com/product/curbed-42x36-shower-pan-curbed-threshold-4-curb-height/,14,0.06,13,1,88,"[100,81,66,100,100,81,81,81,81,100,81,100]",1560993645
60 shower base,9,9,480,82.57,0.87,https://bestbath.com/products/showers/pans/,14,0.06,12,1,93,"[67,44,54,44,67,67,100,54,67,82,100,100]",1560994191
showerpans,2,2,110,76.99,1.55,https://bestbath.com/products/showers/pans/,14,0.06,22,1,59600000,"[79,50,64,64,64,79,64,79,64,100,79,100]",1561121202
tub and shower inserts,9,9,480,80,0.97,https://bestbath.com/products/tubs/shower-tub-combos/,14,0.06,13,1,10600000,"[67,54,44,100,82,67,67,54,82,67,82,67]",1560993714
tub and surround,8,8,480,83.25,0.81,https://bestbath.com/products/tub-surrounds/,14,0.06,11,1,22400000,"[44,36,44,55,44,55,55,55,55,100,82,67]",1560993820
bath pan,4,4,210,84.79,0.87,https://bestbath.com/products/showers/pans/,14,0.06,12,1,153000000,"[100,81,81,100,100,67,100,100,81,100,100,100]",1561051022
tub wall surround,10,10,480,82.73,0.94,https://bestbath.com/products/tub-surrounds/,14,0.06,13,1,18000000,"[36,44,36,54,67,44,54,54,44,100,100,100]",1560993727
universal bathroom design guidelines,1,1,30,77.69,0,http://bestbath.com/wp-content/uploads/2017/11/BB_UD-eBook_Top10.pdf,14,0.06,0,0.28,6460000,"[25,75,25,25,25,25,100,25,25,50,25,25]",1561741481
60x60 shower,1,1,30,67.45,3.93,https://bestbath.com/product/multi-piece-barrier-free-60-x-60-x-80-12-shower-beveled-threshold-1-curb-height-4lbs6060fb1b/,14,0.06,55,1,7780000,"[11,56,11,11,11,100,11,11,11,100,33,11]",1561569872
ada walk in shower,2,2,110,59.09,2.72,https://bestbath.com/products/showers/,14,0.06,38,1,10100000,"[100,64,50,36,79,100,79,79,100,64,100,79]",1561118496
multi piece tub shower,1,1,30,69.53,0.44,https://bestbath.com/product/multi-piece-tub-shower-60-x-30-x-92-1-2-tub-shower-combo-17%E2%80%B3-curb-skirt-height-4xbtsf6030-v2/,14,0.06,6,1,50800000,"[20,100,20,0,20,20,20,20,60,20,20,20]",1561594459
shower pans for sale,10,10,480,79.84,1.05,https://bestbath.com/products/showers/pans/,14,0.06,15,1,23400000,"[67,36,54,44,67,82,100,44,44,82,67,44]",1560993295
seamless tub surround,10,10,480,76.82,1.51,https://bestbath.com/products/tub-surrounds/,14,0.06,21,1,1820000,"[30,19,24,36,36,55,44,55,44,82,100,100]",1560993948
low step shower,1,1,30,69.61,0.62,https://bestbath.com/products/showers/pans/,14,0.06,8,1,168000000,"[11,78,11,11,33,11,11,78,33,22,100,11]",1561591244
garden tub shower combo,8,8,480,79.59,0.75,https://bestbath.com/products/tubs/shower-tub-combos/,14,0.06,10,1,14400000,"[100,100,66,44,81,100,100,54,66,100,100,81]",1560994407
72 shower pan,5,5,260,71.57,1.02,https://bestbath.com/product/barrier-free-72x48-shower-pan-beveled-threshold-1-curb-height/,13,0.06,13,1,93,"[29,67,44,35,54,67,54,54,67,100,67,67]",1561028862
one piece tub,5,5,260,79.57,0.8,https://bestbath.com/product/single-piece-tub-shower-32x60x72-showertub-combo-2/,13,0.06,10,1,105000000,"[66,81,66,81,66,100,100,81,66,81,66,81]",1561028025
ada compliant shower,5,5,260,66.45,2.91,https://bestbath.com/,13,0.06,37,1,2560000,"[81,81,66,81,81,100,100,81,66,100,100,100]",1561025659
shower pad,6,6,260,83.34,1.12,https://bestbath.com/products/showers/pans/,13,0.06,14,1,493000000,"[66,81,66,100,81,66,66,66,66,81,81,100]",1561029874
tub surround kit,6,6,260,80.63,0.81,https://bestbath.com/products/tub-surrounds/,13,0.06,10,1,4390000,"[44,44,44,67,44,44,44,67,44,67,67,100]",1561028210
30x60 shower pan,5,5,260,81.74,0.83,https://bestbath.com/products/showers/pans/30-x-60-shower-pans/,13,0.06,10,1,77,"[67,44,54,67,54,54,67,54,54,100,82,100]",1561028163
one piece bathtub shower,6,6,260,80.71,0.69,https://bestbath.com/product/single-piece-tub-shower-32x60x72-showertub-combo-2/,13,0.06,8,1,56600000,"[100,82,82,100,100,82,54,67,44,67,44,67]",1561028701
shower combo,5,5,260,84.16,1.26,https://bestbath.com/products/tubs/shower-tub-combos/,13,0.06,16,1,107000000,"[67,67,67,67,82,82,82,67,67,67,67,100]",1561028072
48 shower pan,11,11,260,78.58,0.95,https://bestbath.com/product/barrier-free-72x48-shower-pan-beveled-threshold-1-curb-height/,12,0.05,11,1,42500000,"[66,66,66,66,81,66,66,81,66,100,81,81]",1561027711
36 x 54 shower pan,3,3,140,75.46,1.02,https://bestbath.com/product/traditional-54-x-36-shower-pan-traditional-threshold-34-curb-height-p5436b75t/,12,0.05,12,1,10500000,"[43,52,43,33,81,67,43,67,43,100,100,81]",1561094272
commercial showers,3,3,140,65.65,1.03,https://bestbath.com/who-we-serve/,12,0.05,12,1,87600000,"[100,65,65,52,65,65,82,82,52,82,100,82]",1561093419
30x30 shower pan,3,3,140,74.51,1.13,https://bestbath.com/product/curbed-30x30-shower-pan-6-curb-height-np3030/,12,0.05,14,1,96,"[41,82,82,82,82,65,100,52,82,82,100,100]",1561091818
60x60 shower pan,3,3,140,68.62,1.26,https://bestbath.com/product/barrier-free-60-x-60-corner-shower-pan-traditional-t-threshold-1-curb-height-pc6060b1t/,12,0.05,15,1,637000,"[42,54,35,27,42,35,42,42,54,54,100,65]",1561093462
72 x 36 shower base,11,11,260,73.61,1.73,https://bestbath.com/product/barrier-free-72x48-shower-pan-beveled-threshold-1-curb-height/,12,0.05,21,1,92,"[66,52,44,81,66,66,66,81,100,100,81,66]",1561026357
powder room paint colors,11,11,260,86.16,0.85,https://bestbath.com/7-striking-paint-colors-powder-room/,12,0.05,10,0.93,39300000,"[81,44,81,100,81,81,100,100,66,100,81,81]",1561030939
barrier free shower stall,3,3,140,72.56,3.51,https://bestbath.com/,12,0.05,44,1,3030000,"[67,81,100,81,67,67,52,33,67,67,67,67]",1561088627
bathtub and shower surround,11,11,260,81.34,0.97,https://bestbath.com/products/tub-surrounds/,12,0.05,11,1,10300000,"[54,44,44,54,82,54,54,44,100,100,100,54]",1561027935
roll in shower pan,7,7,320,64.73,2.69,https://bestbath.com/products/showers/pans/,12,0.05,34,1,35000000,"[54,44,44,100,54,44,54,54,44,81,81,66]",1561014873
72 x 48 shower base,3,3,140,73.67,1.46,https://bestbath.com/product/barrier-free-72x48-shower-pan-beveled-threshold-1-curb-height/,12,0.05,18,1,93,"[67,43,67,81,67,67,43,67,52,100,67,81]",1561092932
curb height,7,7,320,78.11,0,https://bestbath.com/product/curbed-60-x-36-shower-pan-5-3-4-curb-height-pc6036/,12,0.05,0,0,107000000,"[100,100,67,67,67,82,100,100,82,100,100,100]",1561019790
shower stalls,33,33,18100,81.6,1.01,https://bestbath.com/products/showers/,12,0.05,12,1,14800000,"[100,82,82,82,100,100,100,82,67,100,100,100]",1562805087
54 inch shower base,9,9,390,78.25,0.72,https://bestbath.com/product/traditional-54-x-36-shower-pan-traditional-threshold-34-curb-height-p5436b75t/,11,0.05,8,1,15069,"[81,67,81,81,100,54,81,81,44,81,81,100]",1561003886
ada bathtub,10,10,390,69.16,3.99,https://bestbath.com/products/tubs/,11,0.05,46,1,20300000,"[100,81,81,81,67,81,100,81,67,100,100,100]",1561001020
neo angle shower curtain rod,9,9,390,79.35,0.89,https://bestbath.com/product/corner-curtain-rod-kits/,11,0.05,10,1,86,"[81,66,81,100,66,54,66,44,54,66,66,66]",1561002969
30 x 30 shower pan,4,4,170,76.64,0.83,https://bestbath.com/product/curbed-30x30-shower-pan-6-curb-height-np3030/,11,0.05,9,1,97,"[66,81,34,44,52,66,44,44,52,100,66,52]",1561074059
window trim kit,9,9,390,67.57,0.61,https://bestbath.com/product/window-trim-kits/,11,0.05,7,1,94500000,"[100,82,82,54,67,44,36,36,44,44,54,67]",1561003925
shower curb height,10,10,390,74.05,0.46,https://bestbath.com/product/barrier-free-45x50-shower-pan-beveled-threshold-1-5-curb-height/,11,0.05,5,1,4610000,"[81,54,66,66,66,66,66,66,66,100,81,100]",1561005194
bathroom tubs and showers,10,10,390,86.38,1.19,https://bestbath.com/products/tubs/shower-tub-combos/,11,0.05,13,1,25900000,"[66,81,66,54,100,81,66,44,66,81,81,44]",1561003016
shower pan 54 x 30,4,4,170,75.07,1.38,https://bestbath.com/product/curbed-54x30-shower-pan-curbed-threshold-5-75-curb-height-2/,11,0.05,16,1,97,"[81,81,43,52,67,81,67,81,100,81,81,100]",1561068722
large handicap showers,2,2,90,59,0.57,https://bestbath.com/,11,0.05,6,1,21100000,"[11,56,11,11,11,11,11,11,100,100,11,11]",1561164124
shower pan dimensions,4,4,170,75.97,0.87,https://bestbath.com/products/showers/pans/,11,0.05,10,1,12800000,"[100,54,54,65,65,65,65,54,65,81,81,65]",1561071005
tub and shower enclosures,9,9,390,85.5,1.3,https://bestbath.com/products/tubs/shower-tub-combos/,11,0.05,15,1,8820000,"[81,81,81,100,81,67,67,54,81,100,81,100]",1561002442
transfer shower,9,9,390,63.94,1.41,https://bestbath.com/,11,0.05,16,0.94,188000000,"[100,100,100,100,81,100,66,44,44,44,44,54]",1561002640
new construction shower stall,2,2,90,79.99,1.77,https://bestbath.com/bathtubs-showers-for-new-construction/,11,0.05,20,1,17200000,"[100,60,40,20,20,100,40,20,60,20,20,40]",1561159999
bathroom surround,8,8,390,82.09,1.01,https://bestbath.com/products/tub-surrounds/,11,0.05,11,1,41000000,"[81,67,81,67,67,100,81,81,81,100,100,100]",1561002967
38 x 38,4,4,170,76.65,0,https://bestbath.com/width-x-depth/38-x-38/,11,0.05,0,0.18,10490000000,"[81,65,35,42,54,54,65,54,42,81,65,100]",1561076590
tub and shower kit,9,9,390,81.95,0.69,https://bestbath.com/products/tubs/shower-tub-combos/,11,0.05,8,1,46100000,"[54,44,54,54,54,66,66,54,54,100,66,100]",1561003602
54 shower base,9,9,390,77.98,0.88,https://bestbath.com/product/traditional-54-x-36-shower-pan-traditional-threshold-34-curb-height-p5436b75t/,11,0.05,10,1,81300000,"[81,100,66,66,66,66,66,81,66,81,66,100]",1561002977
ada accessible shower,2,2,90,62.27,3.23,https://bestbath.com/products/showers/,11,0.05,37,1,7160000,"[14,29,14,14,14,14,57,100,14,14,29,14]",1561158528
bathroom tub shower combo,5,5,210,85.26,1.17,https://bestbath.com/products/tubs/shower-tub-combos/,10,0.04,12,1,19400000,"[34,44,44,44,44,52,100,66,44,100,100,81]",1561050377
60 x 60 shower base,5,5,210,77.73,1.12,https://bestbath.com/product/barrier-free-60-x-60-corner-shower-pan-traditional-t-threshold-1-curb-height-pc6060b1t/,10,0.04,11,1,110000000,"[28,52,52,66,52,52,81,52,44,66,100,66]",1561050558
72 shower base,6,6,210,73.91,1.08,https://bestbath.com/product/barrier-free-72x48-shower-pan-beveled-threshold-1-curb-height/,10,0.04,11,1,98,"[66,81,44,66,66,81,44,66,81,100,81,81]",1561050592
bathroom shower pan,6,6,210,81.47,1.25,https://bestbath.com/products/showers/pans/,10,0.04,13,1,50100000,"[52,52,52,100,81,66,52,66,66,81,81,66]",1561049982
large shower base,7,7,260,75.62,0.95,https://bestbath.com/products/showers/pans/,10,0.04,9,1,202000000,"[81,52,52,66,81,81,52,66,66,100,100,100]",1561027732
54 shower pan,5,5,210,77.28,1.21,https://bestbath.com/product/traditional-54-x-36-shower-pan-traditional-threshold-34-curb-height-p5436b75t/,10,0.04,12,1,28400000,"[100,54,81,65,65,81,54,100,100,100,65,65]",1561050272
tub and shower units,5,5,210,77.2,1.04,https://bestbath.com/products/tubs/shower-tub-combos/,10,0.04,10,1,36600000,"[81,52,44,52,66,52,81,52,81,81,100,81]",1561050992
48x72 shower pan,7,7,260,71.23,1.32,https://bestbath.com/product/barrier-free-72x48-shower-pan-beveled-threshold-1-curb-height/,10,0.04,13,1,84,"[67,54,54,54,54,54,54,82,54,100,67,82]",1561027141
shower bases and pans,5,5,210,76.95,1.23,https://bestbath.com/products/showers/pans/,10,0.04,12,1,9470000,"[10,6,3,12,8,10,30,12,6,67,100,24]",1561050004
walk in shower with seat,19,19,3600,81.96,1.59,https://bestbath.com/,10,0.04,17,1,94700000,"[67,54,67,100,67,54,67,54,44,81,81,67]",1562805132
one piece bath and shower,7,7,260,79.76,0.52,https://bestbath.com/product/single-piece-tub-shower-32x60x72-showertub-combo-2/,10,0.04,5,1,130000000,"[44,44,54,82,82,67,100,67,67,100,67,44]",1561029316
bath shower unit,5,5,210,83.47,0.79,https://bestbath.com/products/tubs/shower-tub-combos/,10,0.04,8,1,116000000,"[54,36,44,67,44,54,54,54,54,100,54,54]",1561051693
l shaped grab bar,7,7,260,71.52,1.45,https://bestbath.com/product/l-shaped-grab-bar/,10,0.04,15,1,17051,"[100,81,81,81,100,66,66,81,52,100,100,100]",1561026791
walk in shower,45,45,33100,82.13,2.14,https://bestbath.com/,9,0.04,21,1,838000000,"[67,67,67,67,67,67,67,67,67,100,82,82]",1562805449
shower base material options,1,1,20,61.94,1.33,https://bestbath.com/types-shower-pans/,9,0.04,12,1,76000000,"[33,100,33,33,33,33,33,33,33,33,33,33]",1561786910
54x30 shower,2,2,70,69.68,1.13,https://bestbath.com/product/curbed-54x30-shower-pan-curbed-threshold-5-75-curb-height-2/,9,0.04,10,1,75,"[14,100,14,14,14,14,43,14,14,14,14,43]",1561231683
54x30,1,1,20,66.19,0.38,https://bestbath.com/product/curbed-54x30-shower-pan-curbed-threshold-5-75-curb-height-2/,9,0.04,3,0.68,3590000,"[14,14,71,71,14,14,14,29,29,14,100,71]",1561807028
shower water barrier,9,9,320,67.32,0.93,https://bestbath.com/waterstopper/,9,0.04,8,1,32800000,"[67,67,67,54,67,44,67,67,44,54,100,54]",1561015190
types of shower bases,1,1,20,72.26,0.89,https://bestbath.com/types-shower-pans/,9,0.04,8,1,11300000,"[25,25,25,25,25,25,100,25,25,75,75,25]",1561793227
bestbath caldwell,3,3,110,82.14,5,https://bestbath.com/best-baths-new-manufacturing-facility-opens-in-caldwell/,9,0.04,49,0.3,22400,"[12,18,52,100,100,65,65,29,41,82,82,82]",1561116865
54 x 30 shower,1,1,20,68.88,1.3,https://bestbath.com/product/multi-piece-barrier-free-54-x-30-x-80-1-4-shower-beveled-threshold-3-4-curb-height-n5lbs5430b75b/,9,0.04,12,1,177000000,"[14,14,14,14,14,43,14,14,100,14,14,14]",1561786613
extra tall tub surround,2,2,70,78.69,0.63,https://bestbath.com/product/single-piece-extra-tall-60-x-32-x-96-tub-shower-combo-17-curb-skirt-xb3ts6032cp/,9,0.04,5,1,3910000,"[14,14,14,14,29,29,14,100,14,14,14,43]",1562777813
ada fiberglass shower enclosures,2,2,70,68.67,0,https://bestbath.com/,9,0.04,0,1,327000,"[11,11,11,11,11,11,11,11,44,100,0,22]",1562762053
4x6 shower pan,4,4,140,74.12,0.93,https://bestbath.com/products/showers/pans/,9,0.04,9,1,80,"[82,82,65,65,82,82,65,65,52,100,82,100]",1561094641
bathtub combo,4,4,140,83.38,0.95,https://bestbath.com/products/tubs/shower-tub-combos/,9,0.04,9,1,133000000,"[65,42,42,42,27,65,65,54,65,65,65,100]",1561095081
60 inch shower base,9,9,320,82.64,0.79,https://bestbath.com/products/showers/pans/,9,0.04,7,1,49000000,"[54,81,44,54,44,67,67,67,54,67,67,100]",1561015072
handicap accessible shower units,1,1,20,67.32,2.42,https://bestbath.com/products/showers/,9,0.04,22,1,51000000,"[14,14,14,29,71,14,100,100,14,71,14,14]",1561778140
shower installation details,1,1,20,71.8,0,https://bestbath.com/bestbath-resources/installation-instructions-videos/,9,0.04,0,0,91100000,"[50,0,0,100,50,50,50,50,0,50,0,0]",1562050269
national fiberglass tub shower,1,1,20,69.54,0,https://bestbath.com/who-we-serve/,9,0.04,0,0,97,"[20,20,40,40,40,80,40,20,40,100,20,0]",1561996096
custom fiberglass shower pan,10,10,320,56.09,1.22,https://bestbath.com/types-shower-pans/,9,0.04,11,1,1690000,"[100,82,82,82,82,100,100,67,82,82,67,67]",1561014904
commercial ada shower,1,1,20,63.7,0.88,https://bestbath.com/products/showers/,9,0.04,8,1,10300000,"[50,75,25,25,25,25,100,25,25,50,25,25]",1561792801
bath roll,2,0,70,74.29,0,https://bestbath.com/,9,0.04,0,0.8,261000000,"[33,100,33,33,33,33,100,33,67,33,33,100]",1562757648
30 x 54 shower pan,4,4,140,76.38,1.5,https://bestbath.com/product/curbed-54x30-shower-pan-curbed-threshold-5-75-curb-height-2/,9,0.04,14,1,94,"[67,81,81,43,52,67,81,67,81,100,81,81]",1561092542
accessible shower enclosures,1,1,20,65.78,4.59,https://bestbath.com/products/showers/,9,0.04,43,1,2050000,"[11,11,11,11,100,11,22,11,0,11,11,33]",1561771476
types of custom shower pans,1,1,20,72.2,0,https://bestbath.com/types-shower-pans/,9,0.04,0,0,25100000,"[100,0,0,0,0,0,100,0,100,0,100,0]",1562076826
wheelchair accessible shower stall,1,1,20,66.71,2.23,https://bestbath.com/products/showers/,9,0.04,20,1,519000,"[6,18,6,6,18,100,6,6,6,6,6,6]",1561778743
walk in shower floor pan,4,4,140,80.48,1.64,https://bestbath.com/products/showers/pans/,9,0.04,16,1,19100000,"[65,41,41,29,82,52,65,100,100,100,100,100]",1561094940
roll in shower pan,8,8,320,64.73,2.69,https://bestbath.com/products/showers/barrier-free/,9,0.04,25,1,35000000,"[54,44,44,100,54,44,54,54,44,81,81,66]",1561014873
ada roll in shower,9,9,320,64.29,2.54,https://bestbath.com/products/showers/,9,0.04,24,1,8740000,"[81,67,44,54,67,67,81,67,67,100,81,81]",1561013241
ada roll in shower,8,8,320,64.29,2.54,https://bestbath.com/,9,0.04,24,1,8740000,"[81,67,44,54,67,67,81,67,67,100,81,81]",1561013241
bathroom dealers,1,1,20,66.9,0,https://bestbath.com/dealers/,9,0.04,0,0.79,60100000,"[20,40,20,20,100,40,20,20,20,40,20,80]",1561858599
barrier free roll in shower,1,1,20,59.11,1.39,https://bestbath.com/products/showers/barrier-free/,9,0.04,13,1,7410000,"[50,100,100,100,50,50,50,50,50,50,50,100]",1561785729
different types of shower trays,1,1,20,61.73,0,https://bestbath.com/types-shower-pans/,9,0.04,0,0,11400000,"[0,0,100,0,0,0,0,0,0,0,0,0]",1561895397
garden tub dimensions,9,9,320,83.85,0.81,https://bestbath.com/products/tubs/garden-tubs/,9,0.04,7,1,17600000,"[81,100,67,67,67,67,44,54,67,81,100,100]",1561015477
shower grab bars,29,29,6600,77.86,1.47,https://bestbath.com/products/grab-bars/,9,0.04,14,1,43400000,"[67,82,82,67,67,67,67,67,55,82,82,100]",1562798898
cheap tub surround,11,11,210,84.82,0.44,https://bestbath.com/products/tub-surrounds/,9,0.04,4,1,24800000,"[81,34,44,52,81,52,34,44,34,66,100,81]",1561053436
